Node Type,3,4,5,6,7,8,9,10,11,12
Key Node Proportions,0.6940874035989717,0.46872322193658955,0.30162810625535563,0.20394173093401885,0.13624678663239073,0.06426735218508997,0.037703513281919454,0.013710368466152529,0.013710368466152529,0.00856898029134533
Non-key Node Proportions,0.41882483987747143,0.19019771651350598,0.09885825675299359,0.04706209969367864,0.01921470342522974,0.00556947925368978,0.003341687552213868,0.001392369813422445,0.001113895850737956,0.000835421888053467
All Nodes Proportions,0.48633879781420764,0.25851197982345525,0.14859184531315678,0.0855401429171921,0.04791929382093316,0.019966372425388818,0.011769651113913409,0.004413619167717529,0.004203446826397646,0.00273224043715847
